date;well_id;drilling_depth;drilling_speed;well_temperature;drilling_success;daily_oil_production;daily_gas_production
09/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6268.83 feet;78.51 feet/hour;247.52 °C;0;4034.734 barrels/day;3830.258 cubic feet/day
10/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6824.7 feet;76.54 feet/hour;229.14 °C;1;4488.572 barrels/day;4322.836 cubic feet/day
11/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7199.75 feet;78.69 feet/hour;262.14 °C;0;4562.877 barrels/day;4399.459 cubic feet/day
12/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4695.07 feet;57.17 feet/hour;251.07 °C;0;3033.615 barrels/day;2863.036 cubic feet/day
13/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8346.22 feet;53.72 feet/hour;130.08 °C;0;5233.674 barrels/day;5553.619 cubic feet/day
14/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3624.53 feet;45.42 feet/hour;236.9 °C;1;2523.084 barrels/day;2350.777 cubic feet/day
15/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4129.19 feet;76.27 feet/hour;221.42 °C;0;2759.51 barrels/day;2571.228 cubic feet/day
16/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3584.5 feet;57.43 feet/hour;146.43 °C;0;2372.698 barrels/day;2733.353 cubic feet/day
17/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7270.35 feet;60.75 feet/hour;185.5 °C;0;4603.008 barrels/day;5033.896 cubic feet/day
18/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3640.48 feet;70.72 feet/hour;194.02 °C;0;2426.412 barrels/day;2850.688 cubic feet/day
19/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3598.41 feet;60.73 feet/hour;94.54 °C;1;2540.28 barrels/day;2500.47 cubic feet/day
20/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5525.43 feet;63.54 feet/hour;119.08 °C;0;3541.292 barrels/day;3859.17 cubic feet/day
21/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3227.88 feet;61.26 feet/hour;70.14 °C;0;2177.882 barrels/day;2193.952 cubic feet/day
22/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7010.63 feet;70.03 feet/hour;27.0 °C;0;4469.567 barrels/day;4545.465 cubic feet/day
23/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5362.84 feet;79.48 feet/hour;231.6 °C;1;3597.345 barrels/day;3433.317 cubic feet/day
24/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7674.19 feet;62.87 feet/hour;262.55 °C;1;4977.404 barrels/day;4744.022 cubic feet/day
25/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4623.98 feet;73.63 feet/hour;207.22 °C;0;3056.17 barrels/day;2887.913 cubic feet/day
26/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7485.9 feet;48.61 feet/hour;191.72 °C;1;4853.831 barrels/day;5264.466 cubic feet/day
27/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5413.51 feet;68.38 feet/hour;237.19 °C;1;3624.034 barrels/day;3457.139 cubic feet/day
28/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6964.29 feet;45.35 feet/hour;23.92 °C;0;4397.802 barrels/day;4445.486 cubic feet/day
29/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2419.92 feet;68.35 feet/hour;188.94 °C;0;1704.598 barrels/day;2143.32 cubic feet/day
30/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9416.93 feet;53.0 feet/hour;43.81 °C;0;5868.271 barrels/day;5906.794 cubic feet/day
01/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6097.97 feet;72.34 feet/hour;137.37 °C;0;3922.939 barrels/day;4251.843 cubic feet/day
02/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5149.07 feet;48.3 feet/hour;140.6 °C;1;3441.64 barrels/day;3785.648 cubic feet/day
03/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5356.77 feet;56.25 feet/hour;213.72 °C;1;3595.44 barrels/day;3419.401 cubic feet/day
04/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3127.24 feet;52.74 feet/hour;132.93 °C;1;2231.647 barrels/day;2563.86 cubic feet/day
05/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8695.48 feet;57.22 feet/hour;122.22 °C;0;5465.547 barrels/day;5744.64 cubic feet/day
06/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9294.78 feet;69.49 feet/hour;64.76 °C;1;5969.327 barrels/day;5971.654 cubic feet/day
07/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9431.68 feet;73.69 feet/hour;186.48 °C;0;5926.45 barrels/day;6317.696 cubic feet/day
08/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4180.83 feet;78.45 feet/hour;140.16 °C;1;2897.68 barrels/day;3233.685 cubic feet/day
09/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9289.94 feet;49.69 feet/hour;273.86 °C;1;5927.58 barrels/day;5710.176 cubic feet/day
10/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3306.68 feet;55.1 feet/hour;166.04 °C;1;2359.187 barrels/day;2717.895 cubic feet/day
11/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2545.85 feet;68.61 feet/hour;135.71 °C;1;1925.899 barrels/day;2258.291 cubic feet/day
12/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3658.73 feet;76.34 feet/hour;207.14 °C;0;2472.268 barrels/day;2312.163 cubic feet/day
13/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5778.77 feet;76.82 feet/hour;70.45 °C;2;3856.72 barrels/day;3870.677 cubic feet/day
14/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3505.55 feet;45.72 feet/hour;68.77 °C;1;2447.085 barrels/day;2459.798 cubic feet/day
15/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2357.75 feet;57.96 feet/hour;254.39 °C;1;1783.982 barrels/day;1568.742 cubic feet/day
16/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8318.53 feet;57.62 feet/hour;94.17 °C;1;5350.233 barrels/day;5333.322 cubic feet/day
17/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3460.57 feet;68.98 feet/hour;125.85 °C;1;2457.812 barrels/day;2789.407 cubic feet/day
18/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8358.55 feet;77.33 feet/hour;210.43 °C;1;5411.627 barrels/day;5241.866 cubic feet/day
19/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8538.85 feet;46.81 feet/hour;177.48 °C;0;5347.259 barrels/day;5745.267 cubic feet/day
20/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8405.66 feet;45.81 feet/hour;267.75 °C;1;5384.528 barrels/day;5175.404 cubic feet/day
21/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5167.91 feet;40.15 feet/hour;66.09 °C;1;3416.476 barrels/day;3467.055 cubic feet/day
22/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5295.25 feet;47.1 feet/hour;87.81 °C;1;3500.384 barrels/day;3529.432 cubic feet/day
23/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5561.58 feet;47.16 feet/hour;216.03 °C;0;3555.093 barrels/day;3420.56 cubic feet/day
24/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4273.94 feet;62.67 feet/hour;251.23 °C;1;2938.579 barrels/day;2755.248 cubic feet/day
25/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4956.01 feet;53.77 feet/hour;114.54 °C;0;3212.15 barrels/day;3482.991 cubic feet/day
26/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9383.48 feet;77.48 feet/hour;218.83 °C;0;5913.145 barrels/day;5734.65 cubic feet/day
27/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6893.63 feet;49.08 feet/hour;27.9 °C;1;4467.261 barrels/day;4536.494 cubic feet/day
28/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2510.11 feet;70.89 feet/hour;172.06 °C;0;1740.961 barrels/day;2168.526 cubic feet/day
29/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7301.74 feet;54.3 feet/hour;21.92 °C;0;4609.572 barrels/day;4678.85 cubic feet/day
30/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9343.65 feet;78.45 feet/hour;56.25 °C;0;5896.942 barrels/day;5923.112 cubic feet/day
31/05/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5809.68 feet;48.95 feet/hour;178.29 °C;1;3831.895 barrels/day;4260.636 cubic feet/day
01/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2043.03 feet;56.53 feet/hour;52.8 °C;2;1604.963 barrels/day;1615.022 cubic feet/day
02/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8135.77 feet;41.42 feet/hour;190.69 °C;1;5219.773 barrels/day;5636.338 cubic feet/day
03/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6370.14 feet;63.24 feet/hour;116.71 °C;1;4204.645 barrels/day;4472.24 cubic feet/day
04/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8162.96 feet;72.68 feet/hour;125.1 °C;0;5152.149 barrels/day;5485.037 cubic feet/day
05/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3480.55 feet;46.45 feet/hour;119.61 °C;1;2435.841 barrels/day;2752.057 cubic feet/day
06/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5304.37 feet;75.4 feet/hour;150.94 °C;1;3591.144 barrels/day;3950.86 cubic feet/day
07/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5500.41 feet;49.36 feet/hour;23.97 °C;1;3625.668 barrels/day;3706.11 cubic feet/day
08/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8623.66 feet;74.63 feet/hour;172.75 °C;0;5425.362 barrels/day;5833.4 cubic feet/day
09/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8806.53 feet;42.02 feet/hour;99.14 °C;0;5517.663 barrels/day;5770.042 cubic feet/day
10/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9374.31 feet;61.37 feet/hour;172.81 °C;1;5994.903 barrels/day;6398.157 cubic feet/day
11/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2467.41 feet;75.51 feet/hour;140.37 °C;1;1886.501 barrels/day;2212.87 cubic feet/day
12/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6768.22 feet;44.31 feet/hour;197.19 °C;1;4421.064 barrels/day;4281.74 cubic feet/day
13/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3847.84 feet;51.11 feet/hour;179.85 °C;0;2556.4 barrels/day;2939.664 cubic feet/day
14/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8101.06 feet;63.49 feet/hour;249.75 °C;1;5232.515 barrels/day;5037.725 cubic feet/day
15/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2983.18 feet;41.94 feet/hour;169.92 °C;1;2143.631 barrels/day;2528.54 cubic feet/day
16/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5116.24 feet;53.86 feet/hour;50.52 °C;1;3424.675 barrels/day;3473.887 cubic feet/day
17/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4061.09 feet;57.13 feet/hour;219.13 °C;1;2787.323 barrels/day;2629.846 cubic feet/day
18/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7318.07 feet;77.95 feet/hour;227.42 °C;2;4664.69 barrels/day;4508.395 cubic feet/day
19/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6066.86 feet;62.67 feet/hour;42.04 °C;1;4012.277 barrels/day;4060.22 cubic feet/day
20/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2904.5 feet;70.91 feet/hour;177.54 °C;1;2119.123 barrels/day;2504.746 cubic feet/day
21/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2938.29 feet;45.13 feet/hour;101.72 °C;0;1999.535 barrels/day;2273.1 cubic feet/day
22/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7236.8 feet;60.3 feet/hour;209.6 °C;1;4726.272 barrels/day;4577.638 cubic feet/day
23/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3086.29 feet;41.75 feet/hour;164.77 °C;1;2190.964 barrels/day;2557.01 cubic feet/day
24/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7276.01 feet;55.38 feet/hour;268.5 °C;1;4731.28 barrels/day;4512.389 cubic feet/day
25/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4627.94 feet;48.94 feet/hour;31.16 °C;1;3116.142 barrels/day;3170.238 cubic feet/day
26/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7616.91 feet;61.6 feet/hour;279.61 °C;0;4833.698 barrels/day;4592.865 cubic feet/day
27/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8512.1 feet;77.66 feet/hour;148.78 °C;1;5494.539 barrels/day;5846.418 cubic feet/day
28/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2108.82 feet;48.23 feet/hour;109.02 °C;0;1494.101 barrels/day;1766.229 cubic feet/day
29/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7690.33 feet;44.79 feet/hour;56.71 °C;0;4848.381 barrels/day;4853.493 cubic feet/day
30/06/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6505.87 feet;75.99 feet/hour;169.91 °C;2;4285.97 barrels/day;4671.256 cubic feet/day
01/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6012.3 feet;79.9 feet/hour;119.42 °C;1;4019.013 barrels/day;4311.503 cubic feet/day
02/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5461.79 feet;70.36 feet/hour;217.15 °C;1;3638.324 barrels/day;3508.24 cubic feet/day
03/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6595.31 feet;71.45 feet/hour;157.54 °C;1;4318.372 barrels/day;4703.277 cubic feet/day
04/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6630.33 feet;77.51 feet/hour;239.2 °C;1;4387.53 barrels/day;4182.762 cubic feet/day
05/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2535.82 feet;52.82 feet/hour;156.43 °C;0;1735.111 barrels/day;2132.45 cubic feet/day
06/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3125.29 feet;78.75 feet/hour;165.67 °C;1;2288.062 barrels/day;2650.222 cubic feet/day
07/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5540.09 feet;74.94 feet/hour;203.92 °C;0;3571.905 barrels/day;3467.05 cubic feet/day
08/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4238.59 feet;49.13 feet/hour;243.51 °C;0;2771.899 barrels/day;2579.267 cubic feet/day
09/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3854.2 feet;74.75 feet/hour;193.56 °C;1;2694.543 barrels/day;3132.076 cubic feet/day
10/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4744.34 feet;59.02 feet/hour;231.53 °C;1;3216.164 barrels/day;3033.597 cubic feet/day
11/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7868.75 feet;63.21 feet/hour;26.42 °C;0;4954.566 barrels/day;5031.171 cubic feet/day
12/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9072.43 feet;40.5 feet/hour;263.13 °C;1;5779.067 barrels/day;5583.55 cubic feet/day
13/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8254.71 feet;79.68 feet/hour;150.02 °C;0;5222.884 barrels/day;5592.828 cubic feet/day
14/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6331.08 feet;74.24 feet/hour;251.97 °C;1;4193.614 barrels/day;3969.535 cubic feet/day
15/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7409.48 feet;41.04 feet/hour;144.53 °C;0;4642.954 barrels/day;5016.645 cubic feet/day
16/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8342.57 feet;69.1 feet/hour;196.58 °C;1;5395.075 barrels/day;5263.722 cubic feet/day
17/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5603.63 feet;57.69 feet/hour;72.2 °C;1;3710.28 barrels/day;3741.476 cubic feet/day
18/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5688.52 feet;48.48 feet/hour;177.59 °C;1;3775.667 barrels/day;4178.403 cubic feet/day
19/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6947.13 feet;63.42 feet/hour;135.47 °C;1;4552.839 barrels/day;4890.834 cubic feet/day
20/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7475.99 feet;42.75 feet/hour;104.93 °C;1;4840.085 barrels/day;5114.202 cubic feet/day
21/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6540.62 feet;66.06 feet/hour;180.78 °C;0;4196.307 barrels/day;4602.578 cubic feet/day
22/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6072.25 feet;68.8 feet/hour;101.7 °C;0;3901.33 barrels/day;4152.729 cubic feet/day
23/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5219.55 feet;66.01 feet/hour;179.32 °C;1;3522.948 barrels/day;3926.334 cubic feet/day
24/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5375.15 feet;68.32 feet/hour;111.33 °C;1;3583.878 barrels/day;3896.916 cubic feet/day
25/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5098.15 feet;71.08 feet/hour;249.79 °C;1;3443.199 barrels/day;3268.899 cubic feet/day
26/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8319.6 feet;56.96 feet/hour;193.76 °C;1;5372.326 barrels/day;5766.237 cubic feet/day
27/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6661.14 feet;47.8 feet/hour;246.81 °C;0;4227.064 barrels/day;4019.576 cubic feet/day
28/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6240.85 feet;49.96 feet/hour;123.46 °C;1;4085.78 barrels/day;4414.708 cubic feet/day
29/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3613.14 feet;65.05 feet/hour;148.68 °C;0;2409.984 barrels/day;2789.773 cubic feet/day
30/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2745.95 feet;51.16 feet/hour;152.31 °C;1;2017.898 barrels/day;2380.308 cubic feet/day
31/07/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3751.9 feet;55.32 feet/hour;220.94 °C;1;2595.195 barrels/day;2455.205 cubic feet/day
01/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5208.42 feet;58.41 feet/hour;187.46 °C;2;3491.881 barrels/day;3906.931 cubic feet/day
02/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9023.57 feet;45.72 feet/hour;95.34 °C;0;5648.047 barrels/day;5884.199 cubic feet/day
03/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7634.86 feet;59.11 feet/hour;63.39 °C;1;4959.212 barrels/day;4951.789 cubic feet/day
04/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5020.89 feet;52.81 feet/hour;262.92 °C;0;3250.998 barrels/day;3048.454 cubic feet/day
05/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6163.9 feet;75.65 feet/hour;175.42 °C;1;4107.968 barrels/day;4462.44 cubic feet/day
06/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3905.07 feet;75.32 feet/hour;105.14 °C;0;2595.872 barrels/day;2901.765 cubic feet/day
07/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4699.27 feet;69.71 feet/hour;90.11 °C;0;3074.41 barrels/day;3064.404 cubic feet/day
08/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8075.45 feet;52.51 feet/hour;213.23 °C;0;5091.255 barrels/day;4931.624 cubic feet/day
09/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8416.56 feet;66.82 feet/hour;83.65 °C;1;5447.29 barrels/day;5421.992 cubic feet/day
10/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3567.35 feet;71.02 feet/hour;125.43 °C;1;2544.274 barrels/day;2815.693 cubic feet/day
11/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8545.68 feet;44.52 feet/hour;252.07 °C;0;5358.742 barrels/day;5164.895 cubic feet/day
12/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5444.89 feet;78.55 feet/hour;272.15 °C;1;3666.844 barrels/day;3423.735 cubic feet/day
13/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6444.51 feet;79.13 feet/hour;91.11 °C;1;4270.78 barrels/day;4262.117 cubic feet/day
14/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2903.54 feet;53.08 feet/hour;123.11 °C;1;2112.05 barrels/day;2418.655 cubic feet/day
15/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7892.11 feet;66.41 feet/hour;100.25 °C;0;4981.923 barrels/day;5273.451 cubic feet/day
16/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5314.2 feet;42.35 feet/hour;85.3 °C;0;3417.306 barrels/day;3386.623 cubic feet/day
17/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9473.11 feet;72.89 feet/hour;262.89 °C;0;5956.242 barrels/day;5711.683 cubic feet/day
18/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4381.26 feet;56.93 feet/hour;29.99 °C;1;3009.486 barrels/day;3047.924 cubic feet/day
19/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8298.61 feet;59.95 feet/hour;171.18 °C;0;5232.932 barrels/day;5624.927 cubic feet/day
20/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7813.04 feet;41.24 feet/hour;66.17 °C;0;4903.3 barrels/day;4932.253 cubic feet/day
21/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7869.9 feet;76.73 feet/hour;164.31 °C;1;5111.284 barrels/day;5507.883 cubic feet/day
22/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3709.05 feet;49.51 feet/hour;254.77 °C;1;2593.326 barrels/day;2391.278 cubic feet/day
23/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2484.51 feet;78.24 feet/hour;34.06 °C;0;1780.056 barrels/day;1808.318 cubic feet/day
24/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6367.16 feet;62.05 feet/hour;120.88 °C;0;nan barrels/day;4390.368 cubic feet/day
25/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5924.36 feet;52.38 feet/hour;33.68 °C;1;3916.771 barrels/day;3978.884 cubic feet/day
26/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3712.34 feet;78.17 feet/hour;106.06 °C;1;2631.207 barrels/day;2884.196 cubic feet/day
27/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7510.71 feet;74.94 feet/hour;251.84 °C;1;4916.166 barrels/day;4717.854 cubic feet/day
28/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8179.0 feet;57.73 feet/hour;25.22 °C;1;5277.618 barrels/day;5336.186 cubic feet/day
29/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5644.71 feet;77.33 feet/hour;59.9 °C;1;3774.672 barrels/day;3805.499 cubic feet/day
30/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2302.0 feet;42.26 feet/hour;165.57 °C;1;1727.953 barrels/day;2103.979 cubic feet/day
31/08/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9323.6 feet;42.26 feet/hour;147.77 °C;0;5812.193 barrels/day;6175.886 cubic feet/day
01/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5020.53 feet;64.32 feet/hour;51.46 °C;0;3279.013 barrels/day;3293.829 cubic feet/day
02/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4170.99 feet;52.86 feet/hour;91.76 °C;1;2843.61 barrels/day;2860.986 cubic feet/day
03/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4275.04 feet;63.43 feet/hour;20.74 °C;1;2926.669 barrels/day;2995.121 cubic feet/day
04/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7122.67 feet;63.11 feet/hour;127.72 °C;1;4653.886 barrels/day;4963.163 cubic feet/day
05/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8226.04 feet;53.92 feet/hour;166.28 °C;1;5308.047 barrels/day;5672.778 cubic feet/day
06/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2128.03 feet;57.86 feet/hour;110.7 °C;1;1628.953 barrels/day;1933.269 cubic feet/day
07/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6704.11 feet;44.55 feet/hour;48.14 °C;0;4240.965 barrels/day;4286.986 cubic feet/day
08/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2133.55 feet;76.33 feet/hour;276.92 °C;0;1552.743 barrels/day;1328.855 cubic feet/day
09/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3261.98 feet;75.18 feet/hour;108.13 °C;1;2342.669 barrels/day;2636.517 cubic feet/day
10/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4395.52 feet;44.91 feet/hour;151.22 °C;0;2874.118 barrels/day;3227.817 cubic feet/day
11/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5648.46 feet;49.95 feet/hour;88.29 °C;1;3760.524 barrels/day;3751.637 cubic feet/day
12/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7458.55 feet;42.91 feet/hour;85.42 °C;0;4687.661 barrels/day;4702.76 cubic feet/day
13/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4910.27 feet;40.66 feet/hour;266.93 °C;1;3293.567 barrels/day;3077.821 cubic feet/day
14/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5392.28 feet;46.14 feet/hour;172.09 °C;0;3475.413 barrels/day;3843.036 cubic feet/day
15/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8197.73 feet;64.44 feet/hour;69.82 °C;0;5169.64 barrels/day;5178.793 cubic feet/day
16/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6343.48 feet;50.04 feet/hour;20.4 °C;1;nan barrels/day;4225.581 cubic feet/day
17/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5633.2 feet;65.19 feet/hour;235.85 °C;1;3766.041 barrels/day;3587.786 cubic feet/day
18/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5145.29 feet;42.64 feet/hour;44.3 °C;1;3441.119 barrels/day;3459.5 cubic feet/day
19/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7394.03 feet;77.22 feet/hour;221.39 °C;0;4687.854 barrels/day;4552.19 cubic feet/day
20/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3859.22 feet;48.03 feet/hour;78.55 °C;1;2655.303 barrels/day;2683.653 cubic feet/day
21/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9230.64 feet;79.81 feet/hour;98.03 °C;1;5955.665 barrels/day;6208.024 cubic feet/day
